MP name,Nature of membership,Start of term,End of term,No. of Term,Standing Committee Membership,State,Constituency,Political party,Gender,Educational qualifications,Educational qualifications - details,Age,Debates,Private Member Bills,Questions,Attendance,Notes,National Debates average,National Private Member Bills average,National Questions average,National Attendance average,State's Debates average,State's Private Member Bills  average,State's Questions average,State's Attendance average
Suresh Channabasappa Angadi,Elected,18-May-14,In office,Third,Defence,Karnataka,Belgaum,Bharatiya Janata Party,Male,Professional Graduate,"B. Com, LL.B. (Spl.); Educated at S.S. S. Samiti College of Commerce, Belgaum and; R.L. Law College, Belgaum",61,25,0,26,90%, (Data corresponds to the period from 1 Jun 2014 to 15 Mar 2017.) (Questions data available till 9 Feb 2017.),45.3,1.4,180,81%,35.2,0.3,246,84%
Suresh Kodikunnil,Elected,18-May-14,In office,Sixth,Labour ,Kerala,Mavelikkara,Indian National Congress,Male,Professional Graduate,"B.A., LL.B.; Educated at Government Law College, Trivandrum (Kerala) ",54,70,6,383,73%, (Data corresponds to the period from 1 Jun 2014 to 15 Mar 2017.) (Questions data available till 9 Feb 2017.),45.3,1.4,180,81%,88.2,2.9,279,79%
Sushil Kumar Singh,Elected,18-May-14,In office,Sixth,Coal & Steel,Bihar,Aurangabad,Bharatiya Janata Party,Male,Post Graduate,"M.A. (Political Science); Educated at A.N. College, Magadh University, Patna (Bihar) ",53,53,3,277,88%, (Data corresponds to the period from 1 Jun 2014 to 15 Mar 2017.) (Questions data available till 9 Feb 2017.),45.3,1.4,180,81%,40.5,2.1,124,87%
Sushma Swaraj,Elected,18-May-14,In office,Fourth,No,Madhya Pradesh,Vidisha,Bharatiya Janata Party,Female,Professional Graduate,"B.A., L.L.B.; Educated at S.D. College, Ambala Cantt. (Haryana) and Law Deptt. Panjab University, Chandigarh",65,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period from 1 Jun 2014 to 15 Mar 2017.) (Questions data available till 9 Feb 2017.)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sushmita Dev,Elected,18-May-14,In office,First,"Science & Technology, Environment & Forests",Assam,Silchar,Indian National Congress,Female,Professional Post Graduate,"Bar-at-Law, LL.M",44,67,1,149,84%, (Data corresponds to the period from 1 Jun 2014 to 15 Mar 2017.) (Questions data available till 9 Feb 2017.),45.3,1.4,180,81%,33.7,0.2,97,74%
Suvendu Adhikari,Elected,18-May-14,28/05/2016,Second,"Personnel, Public Grievances and Law and Justice",West Bengal,Tamluk,All India Trinamool Congress,Male,Graduate,B.A. (Hons.); Educated at Contai P. K. College,46,8,0,53,21%, (Data corresponds to the period from 1 Jun 2014 to 15 Mar 2017.) (Questions data available till 9 Feb 2017.),35,1,136,81%,16.8,0.2,42,67%
Swami Sachchidanand Hari Sakshi,Elected,18-May-14,In office,Fourth,"Food, Consumer Affairs & Public Distribution",Uttar Pradesh,Unnao,Bharatiya Janata Party,Male,Doctorate,"M.A., Ph.D",61,12,0,117,93%, (Data corresponds to the period from 1 Jun 2014 to 15 Mar 2017.) (Questions data available till 9 Feb 2017.),45.3,1.4,180,81%,71.6,1,116,88%
T. Radhakrishnan,Elected,18-May-14,In office,First,Commerce,Tamil Nadu,Virudhunagar,All India Anna Dravida Munnetra Kazhagam,Male,Under Matric,Information not available,61,7,0,490,81%, (Data corresponds to the period from 1 Jun 2014 to 15 Mar 2017.) (Questions data available till 9 Feb 2017.),45.3,1.4,180,81%,34.1,0,262,82%
T.G. Venkatesh Babu,Elected,18-May-14,In office,First,No,Tamil Nadu,Chennai North,All India Anna Dravida Munnetra Kazhagam,Male,Post Graduate,M.Sc.,56,47,0,485,83%, (Data corresponds to the period from 1 Jun 2014 to 15 Mar 2017.) (Questions data available till 9 Feb 2017.),45.3,1.4,180,81%,34.1,0,262,82%
Tamradhwaj Sahu,Elected,18-May-14,In office,First,Coal & Steel,Chhattisgarh,Durg,Indian National Congress,Male,Inter/ Higher Secondary,Higher Secondary,67,27,1,95,83%, (Data corresponds to the period from 1 Jun 2014 to 15 Mar 2017.) (Questions data available till 9 Feb 2017.),45.3,1.4,180,81%,17,0.1,125,84%
Tapas Mandal,Elected,18-May-14,In office,First,Agriculture,West Bengal,Ranaghat,All India Trinamool Congress,Male,Doctorate,PhD,45,26,0,2,89%, (Data corresponds to the period from 1 Jun 2014 to 15 Mar 2017.) (Questions data available till 9 Feb 2017.),45.3,1.4,180,81%,22.3,0.3,54,67%
Tapas Paul,Elected,18-May-14,In office,Second,Industry,West Bengal,Krishnanagar,All India Trinamool Congress,Male,Graduate,B.Sc. (Bio Science); Educated at Burdwan University,58,8,0,7,60%, (Data corresponds to the period from 1 Jun 2014 to 15 Mar 2017.) (Questions data available till 9 Feb 2017.),45.3,1.4,180,81%,22.3,0.3,54,67%
Tariq Anwar,Elected,18-May-14,In office,Fifth,"Personnel, Public Grievances, Law and Justice",Bihar,Katihar,Nationalist Congress Party,Male,Under Graduate,"B.Sc. Educated at College of Commerce, Patna, Magadh University, Bodh Gaya (Bihar)",66,30,0,93,89%, (Data corresponds to the period from 1 Jun 2014 to 15 Mar 2017.) (Questions data available till 9 Feb 2017.),45.3,1.4,180,81%,40.5,2.1,124,87%
Tariq Hameed Karra,Elected,18-May-14,17/10/2016,First,Water Resources ,Jammu and Kashmir,Srinagar,Jammu and Kashmir Peoples Democratic Party,Male,Professional Graduate,LL.B.,61,4,0,20,34%, (Data corresponds to the period from 1 Jun 2014 to 15 Mar 2017.) (Questions data available till 9 Feb 2017.),41.5,1.2,154,81%,16.8,0,39,51%
Tasleem Uddin,Elected,18-May-14,In office,Fifth,Chemicals & Fertilizers,Bihar,Araria,Rashtriya Janata Dal,Male,Graduate,"B.A., Maulvi",74,0,0,2,79%, (Data corresponds to the period from 1 Jun 2014 to 15 Mar 2017.) (Questions data available till 9 Feb 2017.),45.3,1.4,180,81%,40.5,2.1,124,87%
Tathagata Satpathy,Elected,18-May-14,In office,Fourth,Coal & Steel,Odisha,Dhenkanal,Biju Janata Dal,Male,Graduate,"B.A.; Educated at Sri Aurobindo International Centre of Education, Pondicherry",60,60,1,18,91%, (Data corresponds to the period from 1 Jun 2014 to 15 Mar 2017.) (Questions data available till 9 Feb 2017.),45.3,1.4,180,81%,39.4,2.6,150,83%
Tej Pratap Singh Yadav,Elected,16-Sep-14,In office,First,Social Justice & Empowerment ,Uttar Pradesh,Mainpuri,Samajwadi Party,Male,Professional Post Graduate,"MBA, Leeds University UK",30,4,0,0,81%, (Data corresponds to the period from 1 Jun 2014 to 15 Mar 2017.) (Questions data available till 9 Feb 2017.),40.2,1.3,162,81%,66,0.9,108,88%
Thangso Baite,Elected,18-May-14,In office,Second,Health and Family Welfare,Manipur,Outer Manipur,Indian National Congress,Male,Post Graduate,M.A.,63,5,0,4,91%, (Data corresponds to the period from 1 Jun 2014 to 15 Mar 2017.) (Questions data available till 9 Feb 2017.),45.3,1.4,180,81%,26.5,2,56,91%
Thokchom Meinya,Elected,18-May-14,In office,Third,Petroleum & Natural Gas,Manipur,Inner Manipur,Indian National Congress,Male,Doctorate,"M.Sc., LL.B., M. Phil, Ph. D.; Educated at D.M. College, Imphal, Guwahati University, Guwahati and Osmania University, Hyderabad",71,48,4,108,91%, (Data corresponds to the period from 1 Jun 2014 to 15 Mar 2017.) (Questions data available till 9 Feb 2017.),45.3,1.4,180,81%,26.5,2,56,91%
Thota Narasimham,Elected,18-May-14,In office,First,Railways ,Andhra Pradesh,Kakinada,Telugu Desam Party,Male,Graduate,"B.Com, ICWAI",54,54,0,129,96%, (Data corresponds to the period from 1 Jun 2014 to 15 Mar 2017.) (Questions data available till 9 Feb 2017.),45.3,1.4,180,81%,27.6,0.5,167,76%
Thupstan Chhewang,Elected,18-May-14,In office,Second,Defence,Jammu and Kashmir,Ladakh,Bharatiya Janata Party,Male,Professional Graduate,"B.A., LL.B.; Educated at Ramjas College, University of Delhi and Law Faculty, University of Delhi, Delhi",69,16,0,26,91%, (Data corresponds to the period from 1 Jun 2014 to 15 Mar 2017.) (Questions data available till 9 Feb 2017.),45.3,1.4,180,81%,19.1,0,46,51%
Udasi Shivkumar Chanabasappa,Elected,18-May-14,In office,Second,Finance,Karnataka,Haveri,Bharatiya Janata Party,Male,Professional Graduate,"B.E.; Educated at Bangalore Institute of Engineering, Bangalore, Karnataka",49,106,0,315,96%, (Data corresponds to the period from 1 Jun 2014 to 15 Mar 2017.) (Questions data available till 9 Feb 2017.),45.3,1.4,180,81%,35.2,0.3,246,84%
Uday Pratap Singh,Elected,18-May-14,In office,Second,Railways ,Madhya Pradesh,Hoshangabad,Bharatiya Janata Party,Male,Graduate,B.Com Educated at Sagar University,52,23,0,130,88%, (Data corresponds to the period from 1 Jun 2014 to 15 Mar 2017.) (Questions data available till 9 Feb 2017.),45.3,1.4,180,81%,52.8,0.7,171,82%
Udit Raj,Elected,18-May-14,In office,First,Social Justice & Empowerment ,Delhi,North West Delhi,Bharatiya Janata Party,Male,Doctorate,"M.A., L.L.B., Hon. Doctorate",59,76,12,172,98%, (Data corresponds to the period from 1 Jun 2014 to 15 Mar 2017.) (Questions data available till 9 Feb 2017.),45.3,1.4,180,81%,43,6,178,93%
Uma Bharati,Elected,18-May-14,In office,Sixth,No,Uttar Pradesh,Jhansi,Bharatiya Janata Party,Female,Under Matric,6th Standard,57,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period from 1 Jun 2014 to 15 Mar 2017.) (Questions data available till 9 Feb 2017.)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Uma Saren,Elected,18-May-14,In office,First,Chemicals & Fertilizers,West Bengal,Jhargram,All India Trinamool Congress,Female,Professional Graduate,M.B.B.S.,32,0,0,0,66%, (Data corresponds to the period from 1 Jun 2014 to 15 Mar 2017.) (Questions data available till 9 Feb 2017.),45.3,1.4,180,81%,22.3,0.3,54,67%
Upendra Kushwaha,Elected,18-May-14,In office,First,No,Bihar,Karakat,Rashtriya Lok Samta Party,Male,Post Graduate,"B.Sc., M.A. (Political Science) Educated at Patna Science College, Patna and B.R. Ambedkar Bihar University, Muzaffarpur (Bihar)",55,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period from 1 Jun 2014 to 15 Mar 2017.) (Questions data available till 9 Feb 2017.)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
V. Elumalai,Elected,18-May-14,In office,First,Petroleum & Natural Gas,Tamil Nadu,Arani,All India Anna Dravida Munnetra Kazhagam,Male,Professional Graduate,"B.Com, B.L.",61,58,0,301,89%, (Data corresponds to the period from 1 Jun 2014 to 15 Mar 2017.) (Questions data available till 9 Feb 2017.),45.3,1.4,180,81%,34.1,0,262,82%
V. Pannerselvam,Elected,18-May-14,In office,First,"Personnel, Public Grievances, Law and Justice",Tamil Nadu,Salem,All India Anna Dravida Munnetra Kazhagam,Male,Professional Graduate,"B.A., B.L.",57,19,0,117,79%, (Data corresponds to the period from 1 Jun 2014 to 15 Mar 2017.) (Questions data available till 9 Feb 2017.),45.3,1.4,180,81%,34.1,0,262,82%
V. Sathyabama,Elected,18-May-14,In office,First,Water Resources ,Tamil Nadu,Tiruppur,All India Anna Dravida Munnetra Kazhagam,Female,Post Graduate,M.A.,44,72,0,228,86%, (Data corresponds to the period from 1 Jun 2014 to 15 Mar 2017.) (Questions data available till 9 Feb 2017.),45.3,1.4,180,81%,34.1,0,262,82%
Varaprasad Rao Velagapalli,Elected,18-May-14,In office,First,"Personnel, Public Grievances, Law and Justice",Andhra Pradesh,Tirupati,Yuvajana Sramika Rythu Congress Party,Male,Doctorate,"M.Sc., Ph.D. (Biochemistry), M.A. (U.K.)",63,55,0,0,82%, (Data corresponds to the period from 1 Jun 2014 to 15 Mar 2017.) (Questions data available till 9 Feb 2017.),45.3,1.4,180,81%,27.6,0.5,167,76%
Vasava Parbhubhai Nagarbhai,Elected,18-May-14,In office,First,"Science & Technology, Environment & Forests",Gujarat,Bardoli,Bharatiya Janata Party,Male,Diploma Course,Diploma in Mechanical Engineering,47,9,0,94,78%, (Data corresponds to the period from 1 Jun 2014 to 15 Mar 2017.) (Questions data available till 9 Feb 2017.),45.3,1.4,180,81%,28.4,1.8,168,84%
Veena Devi,Elected,18-May-14,In office,First,Chemicals & Fertilizers,Bihar,Munger,Lok Jan Shakti Party,Female,Under Matric,Under Matric,40,21,0,125,91%, (Data corresponds to the period from 1 Jun 2014 to 15 Mar 2017.) (Questions data available till 9 Feb 2017.),45.3,1.4,180,81%,40.5,2.1,124,87%
Vijay Kumar Hansdak,Elected,18-May-14,In office,First,Rural Development ,Jharkhand,Rajmahal,Jharkhand Mukti Morcha,Male,Under Matric,Matric,35,16,0,287,69%, (Data corresponds to the period from 1 Jun 2014 to 15 Mar 2017.) (Questions data available till 9 Feb 2017.),45.3,1.4,180,81%,55.2,3.7,263,84%
Vijay Kumar Singh,Elected,18-May-14,In office,First,No,Uttar Pradesh,Ghaziabad,Bharatiya Janata Party,Male,Doctorate,Phd.,65,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period from 1 Jun 2014 to 15 Mar 2017.) (Questions data available till 9 Feb 2017.)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Vijay Sampla,Elected,18-May-14,In office,First,No,Punjab,Hoshiarpur,Bharatiya Janata Party,Male,Matric,Matric,55,4,0,1,97%,"This MP was appointed a minister in Nov 2014. Ministers represent the government, so we do not report their participation.  Participation and attendance details for this MP are thus available only till 14th Aug, 2014. (Data corresponds to the period from 1 Jun 2014 to 15 Mar 2017.) (Questions data available till 9 Feb 2017.)",5.1,0.1,18,81%,5.3,0,14,66%
Vijaysinh Shankarrao Mohite Patil,Elected,18-May-14,In office,First,Water Resources ,Maharashtra,Madha,Nationalist Congress Party,Male,Matric,Matric,72,0,0,676,56%, (Data corresponds to the period from 1 Jun 2014 to 15 Mar 2017.) (Questions data available till 9 Feb 2017.),45.3,1.4,180,81%,44.4,2.6,371,79%
Vikram Dev Usendi,Elected,18-May-14,In office,First,"Science & Technology, Environment & Forests",Chhattisgarh,Kanker,Bharatiya Janata Party,Male,Inter/ Higher Secondary,Intermediate,51,17,0,52,99%, (Data corresponds to the period from 1 Jun 2014 to 15 Mar 2017.) (Questions data available till 9 Feb 2017.),45.3,1.4,180,81%,17,0.1,125,84%
Vinayak Bhaurao Raut,Elected,18-May-14,In office,First,Energy,Maharashtra,Ratnagiri-Sindhudurg,Shiv Sena,Male,Post Graduate,M.A. (Political Science),63,85,2,614,82%, (Data corresponds to the period from 1 Jun 2014 to 15 Mar 2017.) (Questions data available till 9 Feb 2017.),45.3,1.4,180,81%,44.4,2.6,371,79%
Vincent H Pala,Elected,18-May-14,In office,Second,"Personnel, Public Grievances, Law and Justice",Meghalaya,Shillong,Indian National Congress,Male,Professional Graduate,"B.E. (Civil); Educated at Jalpaiguri Govt. Engineering College, North Bengal University, New Jalpaiguri, West Bengal",49,14,4,146,93%, (Data corresponds to the period from 1 Jun 2014 to 15 Mar 2017.) (Questions data available till 9 Feb 2017.),45.3,1.4,180,81%,11.6,2.1,84,82%
Vinod Khanna,Elected,18-May-14,In office,Fourth,Defence,Punjab,Gurdaspur,Bharatiya Janata Party,Male,Under Graduate,"Educated at St. Xavier High School, Mumbai, Delhi Public School, Delhi, Lord Barnes High School, Devlali and Sydenham College, Mumbai (Maharashtra)",70,7,0,0,54%, (Data corresponds to the period from 1 Jun 2014 to 15 Mar 2017.) (Questions data available till 9 Feb 2017.),45.3,1.4,180,81%,32.6,0.5,79,66%
Vinod Kumar Boinapally,Elected,18-May-14,In office,Second,Water Resources ,Telangana,Karimnagar,Telangana Rashtra Samithi,Male,Professional Graduate,"B.Sc., LL.B.
Educated at University College of Law,
Kakatiya University, Hanamkonda, Warangal, Andhra Pradesh",57,75,6,370,77%, (Data corresponds to the period from 1 Jun 2014 to 15 Mar 2017.) (Questions data available till 9 Feb 2017.),45.3,1.4,180,81%,27.8,1,194,71%
Vinod Kumar Sonkar,Elected,18-May-14,In office,First,Commerce,Uttar Pradesh,Kaushambi,Bharatiya Janata Party,Male,Graduate,B.A.,47,55,0,108,91%, (Data corresponds to the period from 1 Jun 2014 to 15 Mar 2017.) (Questions data available till 9 Feb 2017.),45.3,1.4,180,81%,71.6,1,116,88%
Virender Kashyap,Elected,18-May-14,In office,Second,Information Technology,Himachal Pradesh,Shimla,Bharatiya Janata Party,Male,Post Graduate,M.Sc. (Physics); Educated at Himachal Pradesh University,66,46,0,138,92%, (Data corresponds to the period from 1 Jun 2014 to 15 Mar 2017.) (Questions data available till 9 Feb 2017.),45.3,1.4,180,81%,27.8,0.8,122,91%
Virendra Kumar,Elected,18-May-14,In office,Sixth,Energy,Madhya Pradesh,Tikamgarh,Bharatiya Janata Party,Male,Doctorate,"M.A. (Economics), Ph.D (Child Labour); Educated at Dr. Harisingh University, Sagar, Madhya Pradesh",63,129,0,307,96%, (Data corresponds to the period from 1 Jun 2014 to 15 Mar 2017.) (Questions data available till 9 Feb 2017.),45.3,1.4,180,81%,52.8,0.7,171,82%
Virendra Singh,Elected,18-May-14,In office,Third,Agriculture,Uttar Pradesh,Bhadohi,Bharatiya Janata Party,Male,Graduate,B.A.,60,21,0,9,94%, (Data corresponds to the period from 1 Jun 2014 to 15 Mar 2017.) (Questions data available till 9 Feb 2017.),45.3,1.4,180,81%,71.6,1,116,88%
Vishnu Dayal Ram,Elected,18-May-14,In office,First,External Affairs and Water Resources ,Jharkhand,Palamu,Bharatiya Janata Party,Male,Graduate,B.A. (Hons),65,51,2,243,90%, (Data corresponds to the period from 1 Jun 2014 to 15 Mar 2017.) (Questions data available till 9 Feb 2017.),45.3,1.4,180,81%,55.2,3.7,263,84%
Vishnu Deo Sai,Elected,18-May-14,In office,Fourth,No,Chhattisgarh,Raigarh,Bharatiya Janata Party,Male,Inter/ Higher Secondary,"Higher Secondary; Educated at Loyola Higher Secondary School, Kunkuri, Jashpur, Chattisgarh",53,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period from 1 Jun 2014 to 15 Mar 2017.) (Questions data available till 9 Feb 2017.)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Vitthalbhai Hansrajbhai Radadiya,Elected,18-May-14,In office,Second,"Personnel, Public Grievances, Law and Justice",Gujarat,Porbandar,Bharatiya Janata Party,Male,Graduate,B.A.,58,0,0,0,19%, (Data corresponds to the period from 1 Jun 2014 to 15 Mar 2017.) (Questions data available till 9 Feb 2017.),45.3,1.4,180,81%,28.4,1.8,168,84%
Y.S. Avinash Reddy,Elected,18-May-14,In office,First,Labour ,Andhra Pradesh,Kadapa,Yuvajana Sramika Rythu Congress Party,Male,Professional Post Graduate,"B.Tech, M.B.A.",32,5,0,116,39%, (Data corresponds to the period from 1 Jun 2014 to 15 Mar 2017.) (Questions data available till 9 Feb 2017.),45.3,1.4,180,81%,27.6,0.5,167,76%
Y.V. Subba Reddy,Elected,18-May-14,In office,First,Industry,Andhra Pradesh,Ongole,Yuvajana Sramika Rythu Congress Party,Male,Professional Post Graduate,MBA,55,43,2,276,76%, (Data corresponds to the period from 1 Jun 2014 to 15 Mar 2017.) (Questions data available till 9 Feb 2017.),45.3,1.4,180,81%,27.6,0.5,167,76%
